,name,genre,parent_platform,platform,publisher,developer,release_date,rating,global_sales,NA_sales,EU_sales,JP_sales,other_sales,generation,players_category,players,online,critic_positive,critic_neutral,critic_negative,metascore,num_critic_reviews,user_positive,user_neutral,user_negative,user_score,num_users_reviews
3532,The Saboteur,Action,PlayStation,PS3,Electronic Arts,Pandemic Studios,2009-12-08,M,0.49,0.01,0.45,0.0,0.03,7th Gen,Not Specified,No Online Multiplayer,Not Online,29,25,0,72,54,30,14,0,8.1,44
3533,Crash of the Titans,Action,Nintendo,DS,Sierra Entertainment,Amaze Entertainment,2007-10-25,E,0.48,0.24,0.2,,0.05,7th Gen,2 to 4,2  Online,Online,3,5,0,73,8,3,2,0,6.3,5
3534,Disney Epic Mickey 2: The Power of Two,Platform,PlayStation,PS3,Disney Interactive Studios,Junction Point Studios,2012-11-18,E,0.48,0.23,0.16,,0.08,7th Gen,,,,3,28,5,59,36,3,2,5,4.2,10
3535,Secret Weapons Over Normandy,Simulation,PlayStation,PS2,LucasArts,Totally Games,2003-11-18,T,0.5,0.2,0.22,0.0,0.08,6th Gen,2 to 4,1-2 ,Not Specified,22,4,0,81,26,9,1,2,8.3,12
3536,Harvest Moon 64,Simulation,Nintendo,N64,Natsume,Toy Box Studios,1999-11-30,E,0.49,0.42,0.02,0.0,0.04,5th Gen,1,1 Player,Not Online,5,2,0,78,7,33,1,1,8.8,35
3537,Friday the 13th: The Game,Action,PlayStation,PS4,Gun Media,IllFonic,2017-05-26,M,0.48,0.21,0.19,,0.08,8th Gen,5 to 12,Up to 8 ,Not Specified,3,10,3,61,16,21,24,20,6.2,65
3538,Steep,Sports,Xbox,XONE,Ubisoft,Ubisoft Annecy,2016-12-02,T,0.48,0.24,0.18,0.0,0.06,8th Gen,2 to 4,Up to 4 ,Not Specified,11,7,0,72,18,9,2,3,6.4,14
3539,Batman: Arkham Origins Blackgate,Action-Adventure,PlayStation,VITA,Warner Bros. Interactive Entertainment,Armature Studio,2013-10-25,T,0.48,0.25,0.06,0.11,0.06,8th Gen,Not Specified,No Online Multiplayer,Not Online,5,28,5,61,38,11,5,4,6.7,20
3540,Crazy Taxi: Fare Wars,Racing,PlayStation,PSP,Sega,Sniper Studios,2007-08-07,E10,0.48,0.29,0.09,0.03,0.08,7th Gen,2 to 4,1-2 ,Not Specified,7,15,3,64,25,3,4,1,7.1,8
3541,Sonic Lost World,Platform,Nintendo,3DS,Sega,Dimps Corporation,2013-10-29,E10,0.48,0.24,0.2,,0.04,8th Gen,2 to 4,1-4 ,Not Specified,10,18,6,59,34,14,22,16,6.2,52
3542,Theme Park Roller Coaster,Strategy,PlayStation,PS2,Electronic Arts,Bullfrog Productions,2000-12-04,E,0.48,0.16,0.21,,0.11,6th Gen,1,1 Player,Not Online,9,2,0,82,11,7,0,2,7.9,9
3543,Thief,Action,Xbox,XONE,Square Enix,Eidos Montreal,2014-02-25,M,0.47,0.1,0.22,0.02,0.12,8th Gen,Not Specified,No Online Multiplayer,Not Online,9,11,1,69,21,26,25,24,6.0,75
3544,Alice in Wonderland,Adventure,Nintendo,DS,Disney Interactive Studios,Etranges Libellules,2010-03-02,E10,0.49,0.24,0.15,0.07,0.03,7th Gen,,,,19,5,0,78,24,1,0,0,,1
3545,Doom 3 BFG Edition,Misc,Xbox,X360,Bethesda Softworks,id Software,2012-10-16,M,0.48,0.23,0.18,0.0,0.06,7th Gen,,,,10,17,3,67,30,25,10,0,6.6,35
3546,Midnight Club: Street Racing,Racing,Nintendo,GBA,"Destination Software, Inc",Angel Studios,2001-11-14,E,0.48,0.26,0.17,,0.04,6th Gen,1,1 Player,Not Online,0,3,2,50,5,0,0,0,5.3,0
3547,Tom Clancy's The Division,Shooter,PC,PC,Ubisoft,Massive Entertainment,2016-03-08,M,0.5,0.27,0.18,0.0,0.05,PC,,,,24,9,0,79,33,133,74,135,6.0,342
3548,Tiger Woods PGA Tour 06,Sports,Xbox,XBOX,EA Sports,EA Sports,2005-09-20,E,0.49,0.28,0.17,0.0,0.04,6th Gen,2 to 4,4  Online,Online,24,6,0,81,30,2,0,5,5.1,7
3549,Galactic Civilizations III,Strategy,PC,PC,Stardock,Stardock,2014-03-27,E10,0.48,0.34,0.13,0.0,0.01,PC,Not Specified,Online Multiplayer,Online,25,6,0,81,31,22,19,16,6.6,57
3550,Children of Mana,Role-Playing,Nintendo,DS,Nintendo,Next Entertainment,2006-11-01,E10,0.37,0.2,0.14,0.0,0.03,7th Gen,2 to 4,1-4 ,Not Specified,13,18,3,65,34,2,2,3,6.1,7
3551,FIFA World Cup Germany 2006,Sports,Xbox,X360,EA Sports,EA Canada,2006-04-24,E,0.48,0.35,0.11,,0.02,7th Gen,2 to 4,4  Online,Online,27,18,4,72,49,7,2,3,6.6,12
3553,Just Dance 2014,Music,Xbox,XONE,Ubisoft,Ubisoft Paris,2013-11-19,E10,0.48,0.16,0.01,0.29,0.02,8th Gen,,,,3,2,1,71,6,6,3,0,7.0,9
3554,EA Sports UFC,Fighting,Xbox,XONE,Electronic Arts,EA Canada,2014-06-17,T,0.48,0.19,0.27,0.01,0.0,8th Gen,2 to 4,2 ,Not Specified,8,15,0,70,23,16,24,13,6.2,53
3555,World of Outlaws: Sprint Cars 2002,Racing,PlayStation,PS2,Infogrames,Ratbag,2002-03-26,E,0.42,0.09,0.25,0.02,0.06,6th Gen,2 to 4,1-2 ,Not Specified,7,3,0,80,10,7,0,0,8.3,7
3556,BioShock: The Collection,Shooter,Xbox,XONE,2K Games,"Blind Squirrel Digital, Inc",2016-09-13,M,0.48,0.31,0.12,,0.04,8th Gen,,,,16,1,0,84,17,11,0,0,8.7,11
3557,Fantavision,Puzzle,PlayStation,PS2,Sony Computer Entertainment,SCEI,2000-10-25,E,0.48,0.3,0.13,,0.04,6th Gen,2 to 4,1-2 ,Not Specified,9,8,1,72,18,2,0,1,6.0,3
3558,Spider-Man 3,Platform,Nintendo,WII,Activision,Vicarious Visions,2007-05-04,T,0.48,0.23,0.18,0.0,0.06,7th Gen,1,1 Player,Not Online,4,23,12,53,39,5,1,7,5.3,13
3559,Luigi's Mansion,Adventure,Nintendo,3DS,Nintendo,GREZZO,2018-10-12,E,0.48,0.35,0.08,,0.05,8th Gen,Not Specified,No Online Multiplayer,Not Online,26,17,0,74,43,15,6,0,8.0,21
3560,Dynasty Warriors Gundam,Action,PlayStation,PS3,Namco Bandai,Omega Force,2007-08-28,T,0.47,0.14,0.11,0.19,0.04,7th Gen,Not Specified,No Online Multiplayer,Not Online,5,21,3,60,29,3,3,1,7.1,7
3561,X-Men: Next Dimension,Fighting,PlayStation,PS2,Activision,Paradox Development,2002-10-15,T,0.47,0.42,0.02,,0.04,6th Gen,2 to 4,1-2 ,Not Specified,2,14,3,61,19,7,1,0,8.7,8
3562,Dark Sector,Shooter,PlayStation,PS3,D3 Publisher,Digital Extremes,2008-03-25,M,0.47,0.19,0.16,0.09,0.03,7th Gen,5 to 12,Up to 10 ,Not Specified,26,18,3,72,47,15,9,4,7.4,28
3563,James Bond 007: Blood Stone,Action,Xbox,X360,Activision,Bizarre Creations,2010-11-02,T,0.48,0.14,0.01,0.31,0.02,7th Gen,,,,12,51,3,62,66,10,11,2,7.1,23
3564,Jurassic World Evolution,Simulation,PlayStation,PS4,Frontier Developments,Frontier Developments,2018-06-12,T,0.47,0.23,0.18,0.0,0.06,8th Gen,Not Specified,No Online Multiplayer,Not Online,5,16,0,68,21,15,7,2,7.0,24
3565,Ford Racing Off Road,Racing,Nintendo,WII,Empire Interactive,Razorworks Studios,2008-09-01,E,0.47,0.23,0.16,0.01,0.07,7th Gen,,,,0,1,4,37,5,1,0,0,6.3,1
3566,NBA Live 07,Sports,Xbox,X360,EA Sports,EA Canada,2006-09-25,E,0.48,0.2,0.24,0.0,0.05,7th Gen,2 to 4,1-4 ,Not Specified,4,22,6,59,32,8,4,10,4.9,22
3567,F.E.A.R. 2: Project Origin,Shooter,PlayStation,PS3,Warner Bros. Interactive,Monolith Productions,2009-02-10,M,0.47,0.14,0.25,,0.08,7th Gen,13 to 24,16  Online,Online,38,10,0,79,48,15,5,3,7.9,23
3568,ICO,Adventure,PlayStation,PS2,Sony Computer Entertainment,Team ICO,2001-09-24,T,0.47,0.06,0.4,,0.01,6th Gen,1,1 Player,Not Online,59,0,0,90,59,73,10,5,8.8,88
3569,Silent Hill: Downpour,Adventure,PlayStation,PS3,Konami,Konami,2012-03-13,M,0.46,0.42,0.0,0.0,0.04,7th Gen,Not Specified,No Online Multiplayer,Not Online,8,31,2,64,41,55,19,15,7.0,89
3570,Unreal Tournament III,Shooter,Xbox,X360,Midway Games,Epic Games,2008-07-07,M,0.49,0.19,0.21,0.01,0.08,7th Gen,13 to 24,16  Online,Online,42,5,0,82,47,20,3,1,7.6,24
3571,Microsoft Flight Simulator X,Simulation,PC,PC,Microsoft Game Studios,ACES Studio/Microsoft Game Studios,2006-10-17,E,0.47,0.23,0.18,0.0,0.06,PC,25 to 64,32  Online,Online,22,5,1,80,28,19,5,7,7.5,31
3572,The Sims 2: Pets,Simulation,Nintendo,WII,Electronic Arts,Maxis,2007-06-12,T,0.47,0.21,0.16,0.04,0.06,7th Gen,1,1 Player,Not Online,3,10,2,65,15,0,0,0,7.3,0
3573,2010 FIFA World Cup South Africa,Sports,PlayStation,PSP,EA Sports,EA Canada,2010-04-26,E,0.47,0.25,0.17,0.01,0.05,7th Gen,,,,4,7,0,69,11,0,0,0,7.4,0
3574,Dragon Ball: Xenoverse 2,Action,Xbox,XONE,Namco Bandai Games,Dimps Corporation,2016-10-25,T,0.43,0.02,0.34,0.0,0.07,8th Gen,5 to 12,Up to 6 ,Not Specified,4,5,0,73,9,8,3,1,7.6,12
3575,Victorious Boxers: Ippo's Road to Glory,Fighting,PlayStation,PS2,Empire Interactive,New,2001-11-05,T,0.47,0.41,0.03,,0.04,6th Gen,2 to 4,1-2 ,Not Specified,9,4,2,75,15,5,0,2,8.0,7
3576,MySims Racing,Racing,Nintendo,WII,Electronic Arts,Artificial Mind and Movement,2009-06-12,E,0.48,0.09,0.24,0.03,0.12,7th Gen,2 to 4,4  Online,Online,6,15,1,68,22,2,1,0,6.1,3
3577,Valkyrie Profile 2: Silmeria,Role-Playing,PlayStation,PS2,Square Enix,tri-Ace,2006-09-26,T,0.47,0.33,0.09,,0.05,6th Gen,1,1 Player,Not Online,41,4,0,84,45,10,3,0,8.9,13
3578,Hot Wheels Velocity X,Racing,PlayStation,PS2,THQ,Beyond Games,2002-11-11,E,0.47,0.05,0.04,0.38,0.01,6th Gen,2 to 4,1-2 ,Not Specified,0,4,3,54,7,6,1,2,7.1,9
3579,L.A. Rush,Racing,PlayStation,PS2,Midway Games,The Pitbull Syndicate Limited,2005-10-11,T,0.47,0.19,0.23,,0.05,6th Gen,2 to 4,1-2 ,Not Specified,2,26,3,58,31,3,1,1,7.7,5
3580,Dead Space Extraction,Shooter,Nintendo,WII,Electronic Arts,Visceral Games,2009-09-29,M,0.47,0.04,0.03,0.39,0.01,7th Gen,,,,67,9,0,82,76,21,3,4,7.8,28
3581,Crash: Mind Over Mutant,Platform,Xbox,X360,Activision,Radical Entertainment,2008-10-07,E10,0.47,0.23,0.18,0.0,0.06,7th Gen,Not Specified,No Online Multiplayer,Not Online,4,33,5,60,42,1,2,2,5.8,5
3582,Viva Pinata: Trouble in Paradise,Simulation,Xbox,X360,Microsoft Game Studios,Rare Ltd.,2008-09-02,E,0.47,0.23,0.18,0.0,0.06,7th Gen,Not Specified,No Online Multiplayer,Not Online,54,10,0,82,64,9,1,0,8.0,10
3583,Viva Pinata: Trouble in Paradise,Simulation,Xbox,X360,Microsoft Game Studios,Rare Ltd.,2008-09-02,E,0.47,0.32,0.1,0.01,0.04,7th Gen,Not Specified,No Online Multiplayer,Not Online,54,10,0,82,64,9,1,0,8.0,10
3584,NBA Ballers: Phenom,Sports,PlayStation,PS2,Midway Games,Midway,2006-04-05,E,0.48,0.22,0.21,0.0,0.05,6th Gen,2 to 4,2  Online,Online,5,13,1,69,19,1,0,0,8.5,1
3585,Need for Speed Carbon,Racing,Xbox,XBOX,Electronic Arts,EA Black Box,2006-10-31,E10,0.48,0.16,0.25,0.01,0.05,6th Gen,2 to 4,1-2 ,Not Specified,8,11,0,74,19,1,1,0,7.3,2
3586,Payday 2,Shooter,PlayStation,PS3,505 Games,Overkill Software,2013-08-13,M,0.48,0.16,0.25,0.01,0.05,7th Gen,2 to 4,Up to 4 ,Not Specified,6,6,0,74,12,18,9,11,6.2,38
3587,Silent Hill: Shattered Memories,Adventure,Nintendo,WII,Konami,Climax Group,2009-12-08,M,0.47,0.23,0.18,0.0,0.06,7th Gen,Not Specified,No Online Multiplayer,Not Online,42,14,0,79,56,47,8,7,8.0,62
3588,FlingSmash,Action,Nintendo,WII,Nintendo,Artoon,2010-11-07,E,0.47,0.35,0.1,,0.02,7th Gen,,,,1,13,12,48,26,3,1,1,7.1,5
3589,Emergency Heroes,Racing,Nintendo,WII,Ubisoft,Ubisoft Barcelona / Ubisoft Reflections,2008-05-27,E10,0.44,0.21,0.15,0.0,0.08,7th Gen,2 to 4,1-2 ,Not Specified,0,3,9,41,12,3,2,1,4.9,6
3590,Deadpool,Action,PlayStation,PS4,Activision,High Moon Studios,2015-11-17,M,0.47,0.22,0.19,0.01,0.05,8th Gen,,,,0,11,0,60,11,10,5,6,6.2,21
3591,Running with Rifles,Shooter,PC,PC,Modulaatio Games,Modulaatio Games,2012-06-13,,0.47,0.37,0.01,0.07,0.02,PC,Not Specified,Online Multiplayer,Online,2,2,0,78,4,6,5,0,7.2,11
3592,Active Life: Extreme Challenge,Sports,Nintendo,WII,Namco Bandai,High Horse Entertainment,2009-08-11,E,0.47,0.14,0.27,,0.05,7th Gen,,,,0,13,0,56,13,0,0,0,,0
3593,"Warhammer 40,000: Dawn of War II",Strategy,PC,PC,THQ,Relic,2009-02-18,M,0.28,0.13,0.1,0.0,0.05,PC,Not Specified,Online Multiplayer,Online,64,3,0,85,67,168,67,68,8.1,303
3595,Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,Nintendo,DS,Square Enix,Square Enix,2009-03-24,E10,0.47,0.14,0.27,,0.06,7th Gen,,,,24,12,1,75,37,4,0,0,7.6,4
3596,Downhill Domination,Racing,PlayStation,PS2,Sony Computer Entertainment,Incognito Inc.,2003-07-23,T,0.47,0.0,0.45,0.0,0.02,6th Gen,2 to 4,1-4 ,Not Specified,30,9,1,79,40,20,0,0,8.4,20
3597,Life Is Strange: Before the Storm,Adventure,PC,PC,Square Enix,Deck Nine,2017-08-31,M,0.32,0.03,0.24,0.0,0.05,PC,Not Specified,No Online Multiplayer,Not Online,11,7,1,77,19,32,7,6,8.0,45
3598,Detective Pikachu,Adventure,Nintendo,3DS,Nintendo,Creatures Inc.,2018-03-23,E,0.48,0.12,0.06,0.27,0.02,8th Gen,Not Specified,No Online Multiplayer,Not Online,22,39,0,71,61,18,5,2,7.5,25
3599,Pirates of the Caribbean: Dead Man's Chest,Adventure,Nintendo,GBA,Buena Vista,Amaze Entertainment,2006-06-27,E10,0.47,0.23,0.18,0.0,0.06,6th Gen,1,1 Player,Not Online,4,3,1,70,8,0,0,1,7.0,1
3601,Spider-Man: Friend or Foe,Action,Nintendo,DS,Activision,Artificial Mind and Movement,2007-10-02,E10,0.47,0.15,0.17,0.12,0.03,7th Gen,2 to 4,1-2 ,Not Specified,2,4,6,55,12,0,1,0,,1
3602,Spider-Man 3,Platform,Nintendo,DS,Activision,Vicarious Visions,2007-05-04,E10,0.47,0.33,0.12,0.0,0.01,7th Gen,2 to 4,1-2 ,Not Specified,16,5,0,79,21,3,1,0,6.6,4
3603,Just Dance 2014,Music,PlayStation,PS4,Ubisoft,Ubisoft Paris,2013-11-12,E10,0.47,0.14,0.25,0.01,0.07,8th Gen,5 to 12,Up to 8 ,Not Specified,3,1,0,75,4,2,5,7,5.7,14
3604,Deadpool,Action,PlayStation,PS3,Activision,High Moon Studios,2013-06-25,M,0.47,0.43,0.0,0.0,0.04,7th Gen,,,,5,21,1,61,27,20,20,7,7.2,47
3605,World Series of Poker,Misc,PlayStation,PS2,Activision,Activision Value,2005-08-31,E10,0.47,0.41,0.02,0.0,0.04,6th Gen,5 to 12,8  Online,Online,1,7,7,46,15,6,1,1,8.2,8
3606,Kong: The 8th Wonder of the World,Action,Nintendo,GBA,Ubisoft,Ubisoft Casablanca,2005-11-21,E10,0.39,0.18,0.16,0.0,0.05,6th Gen,1,1 Player,Not Online,1,6,1,59,8,0,0,0,8.5,0
3607,Kong: The 8th Wonder of the World,Action,Nintendo,GBA,Ubisoft,Ubisoft,2005-11-21,E10,0.47,0.23,0.17,0.0,0.08,6th Gen,1,1 Player,Not Online,1,6,1,59,8,0,0,0,8.5,0
3608,Two Worlds II,Role-Playing,PlayStation,PS3,SouthPeak Interactive,Reality Pump,2011-01-25,M,0.47,0.39,0.01,0.0,0.06,7th Gen,5 to 12,Up to 8 ,Not Specified,14,12,2,70,28,14,13,4,7.0,31
3609,Sonic Mania,Platform,Nintendo,Switch,Sega,PagodaWest Games,2017-08-15,E,0.47,0.33,0.12,0.0,0.01,8th Gen,Not Specified,No Online Multiplayer,Not Online,17,4,0,86,21,147,12,6,8.7,165
3610,Godzilla: Save the Earth,Fighting,PlayStation,PS2,Atari,"Pipeworks Software, Inc.",2004-11-02,T,0.47,0.33,0.12,0.0,0.01,6th Gen,2 to 4,4  Online,Online,3,13,3,62,19,7,1,0,8.5,8
3611,Dance Dance Revolution: Mario Mix,Simulation,Nintendo,GC,Nintendo,Konami,2005-10-24,E,0.48,0.26,0.11,0.06,0.05,6th Gen,2 to 4,1-2 ,Not Specified,15,12,1,69,28,6,3,0,8.4,9
3612,Farming Simulator 19,Simulation,PlayStation,PS4,Focus Home Interactive,Giants Software,2018-11-20,E,0.47,0.23,0.18,0.01,0.04,8th Gen,5 to 12,Up to 6 ,Not Specified,5,6,1,64,12,2,3,2,5.2,7
3613,Metal Gear Solid: The Twin Snakes,Action,Nintendo,GC,Konami,Silicon Knights,2004-03-09,M,0.47,0.23,0.18,0.0,0.06,6th Gen,1,1 Player,Not Online,50,4,0,85,54,41,4,1,8.9,46
3614,Tiger Woods PGA Tour 07,Sports,Nintendo,WII,EA Sports,EA Redwood Shores,2007-03-13,E,0.47,0.36,0.09,0.0,0.01,7th Gen,Not Specified,No Online Multiplayer,Not Online,18,23,0,71,41,17,4,10,6.9,31
3615,FIFA Soccer 13,Sports,PlayStation,VITA,EA Sports,EA Canada,2012-09-25,E,0.47,0.13,0.26,,0.07,8th Gen,2 to 4,2 ,Not Specified,1,7,1,57,9,13,6,27,4.2,46
3616,Mat Hoffman's Pro BMX 2,Sports,PlayStation,PS2,Activision,Rainbow Studios,2002-08-12,T,0.47,0.3,0.08,0.07,0.01,6th Gen,5 to 12,1-8 ,Not Specified,16,6,0,76,22,4,0,0,8.3,4
3617,Rayman Legends,Platform,Xbox,X360,Ubisoft,Ubisoft Montpellier,2013-09-03,E10,0.47,0.43,0.0,,0.04,7th Gen,,,,35,0,0,90,35,21,0,2,8.2,23
3618,MX vs. ATV: Alive,Racing,PlayStation,PS3,THQ,Rainbow Studios,2011-05-10,E,0.46,,0.32,0.05,0.1,7th Gen,5 to 12,12  Online,Online,6,31,4,61,41,3,0,3,6.7,6
3619,MX vs. ATV: Alive,Racing,PlayStation,PS3,THQ,Rainbow Studios,2011-05-10,E,0.46,0.23,0.18,0.0,0.06,7th Gen,5 to 12,12  Online,Online,6,31,4,61,41,3,0,3,6.7,6
3620,SimCity Creator,Simulation,Nintendo,WII,Electronic Arts,The Sims Studio,2008-09-22,E,0.46,0.19,0.23,0.0,0.04,7th Gen,1,1 Player,Not Online,4,13,0,67,17,4,0,0,6.8,4
3621,Harry Potter and the Order of the Phoenix,Adventure,Nintendo,WII,Electronic Arts,EA UK,2007-06-25,E10,0.47,0.24,0.15,0.0,0.07,7th Gen,1,1 Player,Not Online,14,18,2,69,34,7,6,4,5.8,17
3622,Iridion 3D,Shooter,Nintendo,GBA,Majesco,Shin'en GmbH,2001-05-29,E,0.47,0.24,0.15,0.0,0.07,6th Gen,1,1 Player,Not Online,1,9,5,53,15,1,0,0,7.2,1
3623,Syphon Filter: Logan's Shadow,Shooter,PlayStation,PSP,Sony Computer Entertainment,SCEA Bend Studio,2007-10-02,T,0.46,0.36,0.03,0.04,0.04,7th Gen,5 to 12,8  Online,Online,40,1,0,85,41,10,0,0,8.6,10
3624,FIFA Soccer 12,Sports,PC,PC,EA Sports,EA Canada,2011-09-27,E,0.46,0.38,0.05,,0.04,PC,,,,14,0,0,89,14,33,8,10,7.1,51
3625,Classic NES Series: Pac-Man,Puzzle,Nintendo,GBA,Nintendo,Nintendo,2004-06-02,E,0.46,0.33,0.12,0.0,0.01,6th Gen,2 to 4,1-2 ,Not Specified,0,11,2,53,13,0,0,0,,0
3626,Classic NES Series: Pac-Man,Action,Nintendo,GBA,Nintendo,Namco,2004-06-02,E,0.46,0.25,0.12,0.0,0.09,6th Gen,2 to 4,1-2 ,Not Specified,0,11,2,53,13,0,0,0,,0
3627,Destroy All Humans!,Adventure,Xbox,XBOX,THQ,Pandemic Studios,2005-06-21,T,0.46,0.04,0.33,,0.09,6th Gen,1,1 Player,Not Online,41,19,2,76,62,12,9,0,8.3,21
3628,Dragon Ball Z: Collectible Card Game,Misc,Nintendo,GBA,Infogrames,Magellan Interactive,2002-05-29,E,0.46,0.25,0.09,0.12,0.01,6th Gen,2 to 4,1-2 ,Not Specified,0,4,0,62,4,1,0,1,5.5,2
3629,Dissidia Final Fantasy NT,Fighting,PlayStation,PS4,Square Enix,Square Enix,2018-01-30,T,0.46,0.25,0.09,0.12,0.01,8th Gen,5 to 12,Up to 6 ,Not Specified,20,46,0,67,66,30,15,31,7.4,76
3630,Razor Freestyle Scooter,Sports,PlayStation,PS,Crave Entertainment,Shaba Games,2000-12-11,E,0.46,0.34,0.11,,0.02,5th Gen,,,,3,6,2,65,11,1,0,0,,1
3631,Brothers In Arms: D-Day,Shooter,PlayStation,PSP,Ubisoft,Gearbox Software,2006-12-05,M,0.46,0.33,0.12,0.0,0.01,7th Gen,2 to 4,1-2 ,Not Specified,3,16,0,65,19,3,2,1,8.4,6
3632,Disney's Kim Possible 3: Team Possible,Platform,Nintendo,GBA,Disney Interactive Studios,Artificial Mind and Movement,2005-08-21,E,0.46,0.19,0.06,0.16,0.05,6th Gen,2 to 4,1-2 ,Not Specified,4,2,0,76,6,3,0,0,8.0,3
3633,Rygar: The Legendary Adventure,Action,PlayStation,PS2,Tecmo,Tecmo,2002-11-25,T,0.46,0.26,0.17,0.0,0.03,6th Gen,1,1 Player,Not Online,26,4,0,83,30,6,0,1,8.2,7
3634,Kessen II,Strategy,PlayStation,PS2,KOEI,Koei,2001-09-26,T,0.46,0.23,0.14,0.0,0.09,6th Gen,1,1 Player,Not Online,7,8,0,71,15,10,0,2,8.1,12
3635,Tomb Raider: Legend,Action,PlayStation,PSP,Eidos Interactive,Buzz Monkey,2006-06-21,T,0.46,0.33,0.12,0.0,0.01,7th Gen,2 to 4,1-2 ,Not Specified,5,22,1,67,28,4,1,2,7.9,7
3636,Stuart Little 2,Platform,Nintendo,GBA,Activision,Creations,2002-07-12,E,0.46,0.2,0.15,0.06,0.05,6th Gen,2 to 4,1-2 ,Not Specified,2,7,1,59,10,0,0,1,,1
3637,Red Faction: Armageddon,Shooter,PlayStation,PS3,THQ,Volition Inc.,2011-06-07,M,0.46,0.13,0.1,0.2,0.03,7th Gen,1,1 Player,Not Online,26,25,1,71,52,12,5,0,7.5,17
3638,Red Faction: Armageddon,Shooter,PlayStation,PS3,THQ,Volition Inc.,2011-06-07,M,0.46,0.09,0.24,0.0,0.12,7th Gen,1,1 Player,Not Online,26,25,1,71,52,12,5,0,7.5,17
3639,Tak 2: The Staff of Dreams,Platform,Nintendo,GBA,THQ,Avalanche Software,2004-10-11,E,0.46,0.33,0.12,0.0,0.01,6th Gen,1,1 Player,Not Online,0,2,3,45,5,0,0,0,,0
3640,SingStar Amped,Misc,PlayStation,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,2007-09-18,T,0.46,0.2,0.16,0.03,0.07,6th Gen,5 to 12,1-8 ,Not Specified,14,6,0,76,20,0,0,0,,0
3641,Brothers In Arms: Earned In Blood,Action,PlayStation,PS2,Ubisoft,Unknown,2005-10-26,M,0.46,0.2,0.16,0.03,0.07,6th Gen,2 to 4,4  Online,Online,11,9,0,71,20,5,0,2,8.0,7
3642,Need for Speed: Hot Pursuit,Racing,Nintendo,WII,Electronic Arts,Exient Entertainment,2010-11-16,T,0.46,0.33,0.12,0.0,0.01,7th Gen,,,,1,3,4,50,8,1,1,5,4.3,7
3643,Mario Sports Superstars,Sports,Nintendo,3DS,Nintendo,Namco Bandai Games,2017-03-24,E,0.46,0.23,0.18,0.0,0.06,8th Gen,5 to 12,Up to 6 ,Not Specified,8,33,3,62,44,13,1,0,7.4,14
3644,Dragon Ball Z: Sagas,Fighting,PlayStation,PS2,Atari,Avalanche Software,2005-03-22,T,0.46,0.38,0.01,,0.06,6th Gen,2 to 4,1-2 ,Not Specified,0,7,6,49,13,4,6,2,5.8,12
3645,Scooby-Doo,Platform,Nintendo,GBA,THQ,Helixe,2001-11-15,E,0.46,0.17,0.24,0.0,0.05,6th Gen,,,,1,4,0,64,5,0,0,0,8.5,0
3646,Crayola: Treasure Adventures,Puzzle,Nintendo,DS,Crave Entertainment,Crave Entertainment,2007-10-01,E,0.46,0.18,0.12,0.13,0.03,7th Gen,1,1 Player,Not Online,3,9,2,65,14,0,0,0,,0
3647,The Legend of Spyro: Dawn of the Dragon,Platform,Nintendo,DS,Vivendi Games,Tantalus,2008-10-21,E,0.46,0.38,0.01,0.0,0.06,7th Gen,,,,0,7,2,57,9,0,1,0,5.7,1
3648,WWE SmackDown vs. Raw 2011,Fighting,Nintendo,WII,THQ,JAKKS Pacific,2010-10-26,T,0.46,0.33,0.12,0.0,0.01,7th Gen,,,,4,3,0,72,7,0,2,0,,2
3649,Brothers In Arms: Road to Hill 30,Shooter,PlayStation,PS2,Ubisoft,Gearbox Software,2005-03-15,M,0.47,0.43,0.01,0.0,0.03,6th Gen,2 to 4,4  Online,Online,23,7,0,82,30,10,4,2,7.7,16
3650,State of Decay 2,Action-Adventure,Xbox,XONE,Microsoft Studios,Undead Labs,2018-05-18,M,0.46,0.26,0.15,0.0,0.05,8th Gen,2 to 4,Up to 4 ,Not Specified,26,38,6,66,70,130,53,75,5.3,258
3651,The Mark of Kri,Action,PlayStation,PS2,Sony Computer Entertainment,SCE San Diego Studio,2002-07-29,M,0.46,0.29,0.13,,0.04,6th Gen,1,1 Player,Not Online,28,9,0,80,37,13,1,1,7.6,15
3652,LEGO DC Super-Villains,Action-Adventure,PlayStation,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,2018-10-16,E10,0.46,0.38,0.01,0.0,0.06,8th Gen,Not Specified,No Online Multiplayer,Not Online,24,18,0,74,42,3,4,1,6.8,8
3653,Crash Nitro Kart,Racing,Nintendo,GBA,Vivendi Games,Vicarious Visions,2003-11-11,E,0.46,0.27,0.14,,0.04,6th Gen,2 to 4,1-4 ,Not Specified,5,1,0,77,6,5,2,0,8.3,7
3654,Boom Blox Bash Party,Puzzle,Nintendo,WII,Electronic Arts,EA Los Angeles,2009-05-19,E,0.46,0.22,0.18,0.0,0.06,7th Gen,,,,47,1,0,86,48,6,0,2,7.8,8
3655,Jak and Daxter: The Lost Frontier,Platform,PlayStation,PS2,Sony Computer Entertainment,High Impact Games,2009-11-03,E10,0.46,0.22,0.17,,0.08,6th Gen,,,,3,5,0,72,8,3,6,6,5.5,15
