,name,genre,parent_platform,platform,publisher,developer,release_date,rating,global_sales,NA_sales,EU_sales,JP_sales,other_sales,generation,players_category,players,online,critic_positive,critic_neutral,critic_negative,metascore,num_critic_reviews,user_positive,user_neutral,user_negative,user_score,num_users_reviews
5545,BlowOut,Shooter,PlayStation,PS2,Majesco,Terminal Reality,2003-11-10,T,0.23,0.06,0.05,0.1,0.02,6th Gen,1,1 Player,Not Online,1,8,3,58,12,1,0,0,6.2,1
5546,NFL Blitz Pro,Sports,PlayStation,PS2,Midway Games,Point of View,2003-10-28,E,0.23,0.06,0.05,0.1,0.02,6th Gen,2 to 4,1-4 ,Not Specified,9,10,1,73,20,5,0,2,8.5,7
5547,Tiger Woods PGA Tour 2003,Sports,Nintendo,GC,EA Sports,EA Redwood Shores,2002-10-27,E,0.23,0.13,0.09,0.0,0.01,6th Gen,2 to 4,1-4 ,Not Specified,10,0,0,90,10,4,0,1,6.7,5
5548,The Evil Within 2,Action,PC,PC,Bethesda Softworks,Tango Gameworks,2017-10-12,M,0.23,,,,,PC,Not Specified,No Online Multiplayer,Not Online,23,5,0,80,28,60,13,6,8.9,79
5549,Saint Seiya: Sanctuary Battle,Action,PlayStation,PS3,Namco Bandai Games,Dimps Corporation,2012-03-16,,0.23,0.11,0.09,0.0,0.03,7th Gen,,,,0,14,0,62,14,3,6,0,7.8,9
5550,Gods Will Be Watching,Adventure,PC,PC,Unknown,Deconstructeam,2014-07-24,,0.23,0.11,0.09,0.0,0.03,PC,,,,14,24,7,64,45,14,6,11,6.4,31
5551,"Please, Don't Touch Anything",Puzzle,PC,PC,Plug In Digital,Four Quarters,2015-03-26,,0.23,0.18,0.05,0.0,0.01,PC,Not Specified,No Online Multiplayer,Not Online,2,2,0,75,4,4,4,0,7.2,8
5553,Tony Hawk's Proving Ground,Sports,Nintendo,DS,Activision,Unknown,2007-10-15,E10,0.23,0.0,0.09,0.11,0.03,7th Gen,2 to 4,4  Online,Online,15,6,0,79,21,1,0,0,6.7,1
5556,Valhalla Knights 2,Role-Playing,PlayStation,PSP,Xseed Games,K2 LLC,2008-10-01,E10,0.23,0.21,0.0,0.0,0.02,7th Gen,2 to 4,1-2 ,Not Specified,1,6,6,50,13,0,3,2,5.8,5
5557,Dead Island Definitive Collection,Action,PlayStation,PS4,Deep Silver,Techland,2016-05-31,M,0.23,0.21,0.01,0.0,0.02,8th Gen,2 to 4,Up to 4 ,Not Specified,6,24,2,63,32,10,6,3,6.3,19
5558,The Polar Express,Adventure,PlayStation,PS2,THQ,Blue Tongue,2004-11-02,E,0.23,0.11,0.09,0.0,0.03,6th Gen,1,1 Player,Not Online,0,4,6,39,10,1,0,2,5.5,3
5559,Spider-Man: Edge of Time,Action,PlayStation,PS3,Activision,Beenox,2011-10-04,T,0.23,0.18,0.03,,0.02,7th Gen,Not Specified,No Online Multiplayer,Not Online,5,30,8,58,43,6,5,0,7.2,11
5560,Scribblenauts Unmasked: A DC Comics Adventure,Puzzle,PC,PC,Warner Bros. Interactive Entertainment,5TH Cell,2013-09-24,E10,0.23,0.09,0.0,0.12,0.01,PC,Not Specified,No Online Multiplayer,Not Online,6,8,0,68,14,1,5,0,6.0,6
5561,Buzz! Junior: RoboJam,Misc,PlayStation,PS2,Sony Computer Entertainment,Cohort Studios,2008-03-11,E,0.12,0.02,0.07,0.01,0.02,6th Gen,2 to 4,1-4 ,Not Specified,3,7,0,62,10,0,0,0,,0
5562,F1 2014,Racing,Xbox,X360,Codemasters,Codemasters Birmingham,2014-10-21,E,0.23,0.11,0.09,0.0,0.03,7th Gen,,,,3,11,0,64,14,0,1,2,4.0,3
5563,No Man's Sky,Action-Adventure,Xbox,XONE,505 Games,Hello Games,2018-07-24,T,0.23,0.13,0.07,0.0,0.03,8th Gen,2 to 4,Up to 4 ,Not Specified,25,8,0,77,33,37,6,5,7.6,48
5565,Shinobi,Platform,Nintendo,3DS,Sega,Griptonite Games,2011-11-15,T,0.23,0.11,0.09,0.0,0.03,8th Gen,Not Specified,No Online Multiplayer,Not Online,18,13,2,69,33,8,5,0,7.4,13
5566,Metal Gear Survive,Action,PlayStation,PS4,Konami Digital Entertainment,Konami Digital Entertainment,2018-02-20,M,0.26,0.08,0.15,0.0,0.02,8th Gen,2 to 4,Up to 4 ,Not Specified,15,45,10,60,70,40,13,178,1.4,231
5567,Justice League Heroes,Role-Playing,PlayStation,PSP,Warner Bros. Interactive,Snowblind Studios,2006-11-22,T,0.23,0.17,0.04,,0.02,7th Gen,1,1 Player,Not Online,6,7,0,72,13,0,0,0,7.4,0
5568,Silent Hill: Book of Memories,Action,PlayStation,VITA,Konami Digital Entertainment,Way Forward Technologies,2012-10-16,M,0.23,0.11,0.09,0.0,0.03,8th Gen,2 to 4,Up to 4 ,Not Specified,5,41,11,58,57,9,11,11,5.1,31
5569,Silent Hill: Book of Memories,Action,PlayStation,VITA,Konami Digital Entertainment,WayForward,2012-10-16,M,0.22,0.14,0.07,0.0,0.02,8th Gen,2 to 4,Up to 4 ,Not Specified,5,41,11,58,57,9,11,11,5.1,31
5570,Gas Guzzlers Extreme,Misc,PC,PC,Iceberg Interactive,Unknown,2013-10-08,,0.23,0.08,0.06,0.05,0.03,PC,,,,6,3,0,73,9,24,5,0,8.6,29
5571,NHL FaceOff 2003,Sports,PlayStation,PS2,Sony Computer Entertainment,989 Sports,2002-11-05,E,0.22,0.2,0.01,0.0,0.02,6th Gen,5 to 12,1-8 ,Not Specified,1,15,4,55,20,0,0,0,,0
5572,Risen 2: Dark Waters,Role-Playing,PlayStation,PS3,Deep Silver,Piranha Bytes,2012-07-31,M,0.23,0.11,0.06,0.0,0.05,7th Gen,,,,1,7,5,47,13,2,1,7,4.6,10
5573,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,Sports,Xbox,X360,Sega,Eurocom Entertainment Software,2010-01-12,E,0.02,,0.01,,0.0,7th Gen,,,,3,27,10,54,40,4,1,0,6.7,5
5575,DiRT 4,Racing,Xbox,XONE,Deep Silver,Codemasters,2017-06-06,T,0.23,0.11,0.09,0.0,0.03,8th Gen,,,,21,0,0,86,21,8,2,3,6.7,13
5576,Naruto Shippuden: Ultimate Ninja Storm Revolution,Fighting,Xbox,X360,Namco Bandai Games,CyberConnect2,2014-09-16,T,0.24,0.04,0.14,0.01,0.05,7th Gen,,,,3,7,1,62,11,4,1,1,7.2,6
5577,Skylanders Imaginators,Platform,Nintendo,Switch,Activision,Toys for Bob,2017-03-03,E10,0.23,0.08,0.13,0.0,0.03,8th Gen,,,,9,6,1,72,16,3,1,2,5.4,6
5578,SingStar Celebration,Music,PlayStation,PS4,Sony Interactive Entertainment,SIE London Studio,2017-10-24,T,0.23,0.11,0.09,0.0,0.03,8th Gen,,,,4,7,2,65,13,0,0,0,5.7,0
5579,Legion: The Legend of Excalibur,Action,PlayStation,PS2,Midway Games,7 Studios,2002-06-18,M,0.23,0.11,0.1,,0.02,6th Gen,1,1 Player,Not Online,2,9,10,51,21,3,1,1,6.5,5
5580,Hitman: Absolution,Action,PC,PC,Square Enix,IO Interactive,2012-11-19,M,0.23,0.13,0.08,0.0,0.02,PC,Not Specified,No Online Multiplayer,Not Online,18,8,0,79,26,133,97,110,7.1,340
5581,Pro Evolution Soccer 2011,Sports,Nintendo,WII,Konami,Konami,2010-11-23,E,0.23,0.1,0.1,,0.02,7th Gen,,,,7,2,0,78,9,1,0,1,5.9,2
5582,TNA iMPACT!,Fighting,PlayStation,PS2,Midway Games,Midway Studios Los Angeles,2008-09-09,T,0.23,0.04,0.15,,0.03,6th Gen,2 to 4,1-2 ,Not Specified,0,4,0,58,4,0,0,0,6.3,0
5583,NBA Street: Showdown,Sports,PlayStation,PSP,Electronic Arts,EA Sports,2005-04-27,E,0.22,0.11,0.09,0.0,0.03,7th Gen,2 to 4,1-4 ,Not Specified,16,8,1,75,25,6,0,0,8.2,6
5584,Spartan: Total Warrior,Action,PlayStation,PS2,Sega,The Creative Assembly,2005-10-25,M,0.25,0.03,0.17,0.0,0.04,6th Gen,1,1 Player,Not Online,20,12,1,74,33,16,2,4,8.5,22
5585,Lovers in a Dangerous Spacetime,Misc,PC,PC,Asteroid Base,Unknown,2015-09-09,,0.22,0.07,0.1,0.03,0.02,PC,Not Specified,No Online Multiplayer,Not Online,15,1,0,80,16,3,1,0,7.5,4
5586,NightSky,Puzzle,PC,PC,Unknown,Nicalis,2011-01-06,,0.22,0.1,0.0,0.0,0.12,PC,1,1 Player,Not Online,5,1,0,78,6,13,8,3,7.1,24
5587,Conflict: Vietnam,Shooter,Xbox,XBOX,Global Star Software,Pivotal Games,2004-10-05,M,0.23,0.2,0.0,0.0,0.02,6th Gen,2 to 4,1-4 ,Not Specified,8,28,4,60,40,4,2,0,7.1,6
5588,Whirl Tour,Sports,PlayStation,PS2,VU Games,Papaya Studios,2002-11-25,E,0.22,0.11,0.09,0.0,0.03,6th Gen,2 to 4,1-2 ,Not Specified,1,6,2,58,9,0,1,1,7.0,2
5591,G-Force,Action,PlayStation,PS3,Disney Interactive Studios,Keen Games,2009-07-21,E10,0.22,0.17,0.05,,0.01,7th Gen,,,,5,17,0,68,22,0,0,0,8.2,0
5592,NBA Live 15,Sports,Xbox,XONE,Electronic Arts,EA Tiburon,2014-10-28,E,0.22,0.11,0.09,0.0,0.03,8th Gen,,,,1,5,3,53,9,6,4,3,6.8,13
5593,Skies of Arcadia Legends,Role-Playing,Nintendo,GC,Sega,Overworks,2003-01-27,T,0.22,0.11,0.09,0.0,0.03,6th Gen,1,1 Player,Not Online,27,4,0,84,31,40,0,1,8.6,41
5594,Code Name: S.T.E.A.M.,Strategy,Nintendo,3DS,Nintendo,Intelligent Systems,2015-03-13,T,0.22,0.13,0.06,0.0,0.03,8th Gen,2 to 4,2 ,Not Specified,36,28,5,69,69,25,4,2,7.8,31
5595,FaceBreaker K.O. Party,Fighting,Nintendo,WII,Electronic Arts,EA Freestyle,2008-11-11,T,0.22,0.13,0.06,0.0,0.03,7th Gen,,,,2,10,3,61,15,1,1,0,6.1,2
5596,Dead by Daylight,Action,PlayStation,PS4,505 Games,Behaviour Interactive Inc.,2017-06-20,M,0.22,0.18,0.02,,0.02,8th Gen,5 to 12,Up to 5 ,Not Specified,4,13,1,64,18,17,19,16,6.3,52
5597,Breath of Fire,Role-Playing,Nintendo,GBA,Capcom,Capcom,2001-12-13,E,0.22,0.17,0.04,0.0,0.01,6th Gen,2 to 4,1-2 ,Not Specified,14,3,0,79,17,3,1,2,7.5,6
5598,NASCAR 2011: The Game,Racing,Nintendo,WII,Activision,Eutechnyx,2011-05-24,E,0.22,0.14,0.05,0.01,0.02,7th Gen,13 to 24,16  Online,Online,0,1,4,42,5,1,0,5,3.8,6
5599,Attack on Titan 2,Action,PlayStation,PS4,Koei Tecmo,Omega Force,2018-03-20,M,0.22,0.19,0.01,,0.02,8th Gen,5 to 12,Up to 8 ,Not Specified,32,17,1,75,50,4,4,3,7.2,11
5600,NCAA Football 2005,Sports,Nintendo,GC,EA Sports,EA Tiburon,2004-07-15,E,0.22,0.11,0.06,0.02,0.04,6th Gen,2 to 4,1-4 ,Not Specified,18,0,0,88,18,3,0,0,7.8,3
5601,The Wolf Among Us,Adventure,PlayStation,PS4,Telltale Games,Telltale Games,2014-11-04,M,0.22,0.11,0.04,0.06,0.0,8th Gen,,,,5,1,0,83,6,37,6,1,8.4,44
5602,Child of Eden,Shooter,PlayStation,PS3,Ubisoft,Q Entertainment,2011-09-27,E10,0.22,0.21,,,0.01,7th Gen,,,,18,3,0,81,21,8,2,0,7.8,10
5603,Hamtaro: Ham-Ham Games,Sports,Nintendo,GBA,Nintendo,AlphaDream Corporation,2004-07-27,E,0.22,0.09,0.04,0.06,0.03,6th Gen,1,1 Player,Not Online,13,7,0,77,20,4,0,0,8.3,4
5604,Star Wars: The Force Unleashed II,Action,Nintendo,DS,LucasArts,LucasArts,2010-10-26,T,0.22,0.17,0.04,0.0,0.01,7th Gen,,,,0,1,4,43,5,0,0,1,4.0,1
5605,Micro Machines: World Series,Racing,PlayStation,PS4,Codemasters,Codemasters,2017-06-30,E10,0.21,0.1,0.07,0.0,0.03,8th Gen,5 to 12,Up to 12 ,Not Specified,4,29,6,59,39,0,2,11,3.7,13
5606,F1 2016,Racing,Xbox,XONE,Codemasters,Codemasters,2016-08-19,E,0.23,0.09,0.1,0.0,0.04,8th Gen,,,,14,0,0,85,14,7,1,0,7.8,8
5607,Galactic Wrestling: Featuring Ultimate Muscle,Fighting,PlayStation,PS2,Bandai,Aki Corporation,2004-06-30,T,0.22,0.16,0.06,0.0,0.0,6th Gen,2 to 4,1-4 ,Not Specified,0,11,1,61,12,3,0,0,8.0,3
5608,Dino Stalker,Shooter,PlayStation,PS2,Capcom,Capcom,2002-09-09,M,0.23,0.18,0.04,0.0,0.02,6th Gen,1,1 Player,Not Online,1,10,7,50,18,3,1,2,5.8,6
5609,Super Swing Golf,Sports,Nintendo,WII,Tecmo,Ntreev Soft,2006-12-12,E10,0.22,0.03,0.16,,0.03,7th Gen,Not Specified,No Online Multiplayer,Not Online,23,20,1,72,44,6,1,2,7.8,9
5610,Rapala's Fishing Frenzy,Sports,Nintendo,WII,Activision,FUN Labs,2008-09-02,E,0.22,0.09,0.12,,0.02,7th Gen,1,1 Player,Not Online,0,4,1,61,5,1,0,1,,2
5611,Age of Empires: The Age of Kings,Strategy,Nintendo,DS,Majesco,Backbone Entertainment,2006-02-14,E10,0.22,0.03,0.02,0.17,0.01,7th Gen,2 to 4,1-4 ,Not Specified,31,7,0,80,38,18,1,2,8.0,21
5612,Mega Man Zero 3,Platform,Nintendo,GBA,Capcom,Inti Creates,2004-10-05,E,0.22,0.07,0.06,0.08,0.02,6th Gen,2 to 4,1-2 ,Not Specified,12,9,0,77,21,6,0,0,8.2,6
5613,Life Is Strange: Before the Storm,Adventure,PlayStation,PS4,Square Enix,Deck Nine,2017-08-31,M,0.22,0.14,0.01,0.07,0.01,8th Gen,Not Specified,No Online Multiplayer,Not Online,16,3,0,77,19,29,9,8,7.7,46
5614,MotoGP 09/10,Racing,PlayStation,PS3,Capcom,Monumental Games,2010-03-23,E,0.22,0.2,0.0,,0.02,7th Gen,5 to 12,12  Online,Online,12,29,1,70,42,0,0,2,5.4,2
5615,Luminous Arc 2,Role-Playing,Nintendo,DS,Atlus,imageepoch Inc.,2008-11-18,T,0.23,0.19,0.02,0.0,0.02,7th Gen,1,1 Player,Not Online,11,8,0,73,19,3,0,0,7.8,3
5616,Resident Evil: Revelations,Shooter,Nintendo,WIIU,Capcom,Capcom,2013-05-21,M,0.22,0.16,0.06,0.0,0.0,8th Gen,2 to 4,2 ,Not Specified,14,5,0,80,19,6,3,5,7.5,14
5617,Tony Hawk's Downhill Jam,Sports,Nintendo,DS,Activision,Vicarious Visions,2006-10-24,E,0.22,0.11,0.06,0.02,0.03,7th Gen,2 to 4,4  Online,Online,22,11,1,76,34,2,0,0,7.3,2
5618,The Legend of Heroes: Trails of Cold Steel II,Role-Playing,PlayStation,PS3,Xseed Games,Nihon Falcom Corporation,2016-09-06,T,0.22,0.05,0.13,0.0,0.04,7th Gen,Not Specified,No Online Multiplayer,Not Online,4,0,0,90,4,9,2,0,8.4,11
5619,Duel Masters: Kaijudo Showdown,Misc,Nintendo,GBA,Atari,Mistic Software,2004-11-16,E,0.23,0.21,0.0,0.0,0.02,6th Gen,2 to 4,1-2 ,Not Specified,3,6,1,66,10,2,0,0,,2
5620,Worms: Battle Islands,Strategy,Nintendo,WII,THQ,Team17 Software,2010-11-23,E10,0.22,0.09,0.08,0.03,0.02,7th Gen,,,,1,10,2,58,13,1,0,1,,2
5621,The Lord of the Rings: The Third Age,Strategy,Nintendo,GBA,Electronic Arts,Griptonite Games,2004-11-02,T,0.22,0.2,0.0,0.0,0.02,6th Gen,2 to 4,1-2 ,Not Specified,3,4,0,67,7,5,0,1,8.3,6
5622,Steel Division: Normandy 44,Strategy,PC,PC,Unknown,Eugen Systems,2017-05-23,,0.12,0.01,0.0,0.11,0.0,PC,Not Specified,Online Multiplayer,Online,24,0,0,83,24,13,0,2,7.5,15
5623,The Suffering,Action,Xbox,XBOX,Midway Games,Surreal Software,2004-03-09,M,0.22,0.16,0.06,0.0,0.0,6th Gen,1,1 Player,Not Online,34,9,1,77,44,13,1,1,8.8,15
5624,Tetris Worlds,Puzzle,Nintendo,GC,THQ,Radical Entertainment,2002-06-23,E,0.22,0.1,0.1,,0.02,6th Gen,2 to 4,1-4 ,Not Specified,1,4,5,47,10,3,2,3,5.6,8
5625,Mega Man 64,Action,Nintendo,N64,Capcom,Capcom,2001-01-10,E,0.22,0.16,0.06,0.0,0.0,5th Gen,,,,2,3,1,59,6,15,0,5,7.8,20
5627,NBA Live 09 All-Play,Sports,Nintendo,WII,EA Sports,EA Canada,2008-10-07,E,0.22,0.16,0.05,,0.01,7th Gen,2 to 4,1-4 ,Not Specified,0,7,4,51,11,2,2,2,5.9,6
5628,All Star Karate,Action,Nintendo,WII,THQ,THQ,2010-04-20,E10,0.22,0.17,0.04,0.0,0.01,7th Gen,,,,0,2,2,46,4,0,0,1,,1
5629,Viewtiful Joe 2,Action,Nintendo,GC,Capcom,Clover Studio,2004-11-18,T,0.22,0.14,0.03,0.05,0.0,6th Gen,1,1 Player,Not Online,37,2,0,86,39,7,1,0,8.3,8
5630,Jackass the Game,Action,PlayStation,PSP,Red Mile Entertainment,Sidhe Interactive,2007-09-27,M,0.22,0.18,0.04,0.0,0.0,7th Gen,2 to 4,1-4 ,Not Specified,0,16,5,58,21,1,0,1,6.7,2
5631,Edna & Harvey: Harvey's New Eyes,Adventure,PC,PC,Rondomedia,Daedalic Entertainment,2012-10-16,,0.22,0.19,0.02,,0.02,PC,Not Specified,No Online Multiplayer,Not Online,11,8,0,75,19,5,2,0,7.7,7
5632,Kingdom Come: Deliverance,Role-Playing,Xbox,XONE,Deep Silver,Warhorse Studios,2018-02-13,M,0.22,0.13,0.07,,0.02,8th Gen,Not Specified,No Online Multiplayer,Not Online,9,7,2,68,18,43,7,14,7.6,64
5633,Touch the Dead,Shooter,Nintendo,DS,Eidos Interactive,Dream On Studio,2007-05-16,M,0.22,0.17,0.04,0.0,0.01,7th Gen,2 to 4,1-2 ,Not Specified,3,17,11,56,31,2,0,1,5.6,3
5634,Bladestorm: Nightmare,Action,PlayStation,PS4,Tecmo Koei,Omega Force,2015-03-17,T,0.22,0.09,0.08,0.0,0.05,8th Gen,2 to 4,2 ,Not Specified,1,26,6,58,33,0,2,1,6.0,3
5635,Aliens vs Predator: Requiem,Action,PlayStation,PSP,Sierra Entertainment,Rebellion Developments,2007-11-13,T,0.09,0.0,0.07,0.0,0.01,7th Gen,2 to 4,2  Online,Online,0,22,12,49,34,2,1,2,5.8,5
5636,Ragnarok DS,Role-Playing,Nintendo,DS,Xseed Games,GungHo Works,2010-02-16,E10,0.22,0.14,0.06,,0.02,7th Gen,2 to 4,Up to 3 ,Not Specified,0,13,6,53,19,1,1,0,5.8,2
5637,The Witch and the Hundred Knight,Role-Playing,PlayStation,PS3,NIS America,Nippon Ichi Software,2014-03-25,T,0.22,0.2,0.0,0.0,0.02,7th Gen,1,1 Player,Not Online,5,28,11,53,44,8,1,3,7.4,12
5638,ATV Quad Kings,Racing,Nintendo,WII,Zoo Digital Publishing,Zoo Games,2009-08-11,E,0.16,0.07,0.04,0.03,0.02,7th Gen,,,,0,2,2,33,4,0,0,0,,0
5639,Nickelodeon Party Blast,Misc,Xbox,XBOX,Infogrames,Data Design Interactive,2002-10-30,E,0.22,0.03,0.12,0.0,0.07,6th Gen,2 to 4,1-4 ,Not Specified,0,0,4,19,4,1,0,5,3.0,6
5640,LEGO Harry Potter: Years 5-7,Action,PC,PC,Warner Bros. Interactive,Traveller's Tales,2011-11-18,E10,0.22,0.1,0.0,0.11,0.01,PC,Not Specified,No Online Multiplayer,Not Online,5,0,0,80,5,5,2,0,8.2,7
5641,ShellShock: Nam '67,Shooter,Xbox,XBOX,Eidos Interactive,Guerrilla Games,2004-09-14,M,0.2,0.06,0.02,0.1,0.01,6th Gen,1,1 Player,Not Online,3,27,7,58,37,6,1,2,7.0,9
5642,The Bureau: XCOM Declassified,Shooter,Xbox,X360,2K Games,2K Marin,2013-08-20,M,0.22,0.2,,,0.01,7th Gen,,,,12,17,1,68,30,17,6,5,6.8,28
5643,LEGO Harry Potter Collection,Action,Xbox,XONE,Warner Bros. Interactive Entertainment,Traveller's Tales,2018-10-30,E10,0.22,0.16,0.05,,0.01,8th Gen,Not Specified,No Online Multiplayer,Not Online,4,4,0,73,8,2,1,0,,3
5644,All-Star Baseball 2002,Sports,Nintendo,GC,Acclaim Entertainment,Acclaim Entertainment,2001-11-17,E,0.22,0.05,0.14,0.0,0.03,6th Gen,,,,5,10,2,66,17,1,0,2,5.6,3
5645,Deadly Creatures,Action,Nintendo,WII,THQ,Rainbow Studios,2009-02-09,T,0.22,0.16,0.05,,0.01,7th Gen,1,1 Player,Not Online,25,19,1,72,45,4,3,1,8.6,8
5646,Magna Carta: Tears of Blood,Role-Playing,PlayStation,PS2,Atlus,SoftMax,2005-11-16,T,0.24,0.1,0.12,0.0,0.02,6th Gen,1,1 Player,Not Online,10,19,5,66,34,11,1,0,7.1,12
5647,Pinball Hall of Fame: The Williams Collection,Misc,PlayStation,PS3,Crave Entertainment,FarSight Studios,2009-09-22,E10,0.22,0.14,0.06,,0.02,7th Gen,,,,14,2,0,82,16,4,0,0,7.9,4
5648,Pinball Hall of Fame: The Williams Collection,Misc,PlayStation,PS3,System 3 Arcade Software,FarSight Studios,2009-09-22,E10,0.22,0.17,0.04,0.0,0.01,7th Gen,,,,14,2,0,82,16,4,0,0,7.9,4
5649,Lethal Skies Elite Pilot: Team SW,Simulation,PlayStation,PS2,Sammy Corporation,"Asmik Ace Entertainment, Inc.",2002-05-31,E,0.22,0.08,0.12,,0.02,6th Gen,1,1 Player,Not Online,3,11,2,59,16,0,0,0,,0
5650,Zombie Army Trilogy,Shooter,PlayStation,PS4,Rebellion Developments,Rebellion Developments,2015-03-03,M,0.22,0.11,0.08,0.0,0.03,8th Gen,2 to 4,Up to 4 ,Not Specified,3,19,4,62,26,16,5,1,6.9,22
5651,Shin Megami Tensei: Persona,Role-Playing,PlayStation,PSP,Atlus,Atlus Co.,2009-09-22,T,0.22,0.2,0.0,0.0,0.02,7th Gen,Not Specified,No Online Multiplayer,Not Online,24,5,1,78,30,5,4,2,3.7,11
5652,Capcom vs. SNK,Fighting,Dreamcast,DC,Capcom,Capcom,2000-11-09,T,0.22,0.2,0.0,0.0,0.02,6th Gen,,,,12,5,0,80,17,8,0,0,8.6,8
5653,911 Operator,Simulation,PC,PC,Unknown,Jutsu Games,2017-02-24,,0.22,0.11,0.08,0.0,0.03,PC,Not Specified,No Online Multiplayer,Not Online,1,6,0,68,7,3,2,1,7.4,6
5654,Return to PopoloCrois: A Story of Seasons Fairytale,Simulation,Nintendo,3DS,Xseed Games,Marvelous Entertainment,2016-03-01,E10,0.2,0.04,0.12,0.0,0.03,8th Gen,,,,13,15,0,72,28,2,0,0,6.5,2
5655,From Russia With Love,Action,Nintendo,GC,Electronic Arts,EA Redwood Shores,2005-11-15,T,0.22,0.08,0.0,0.13,0.01,6th Gen,2 to 4,1-4 ,Not Specified,8,11,1,70,20,7,0,0,8.6,7
5656,Lords of the Fallen,Role-Playing,Xbox,XONE,Namco Bandai Games,DECK13 Interactive,2014-10-28,M,0.22,0.0,0.0,0.22,0.0,8th Gen,,,,7,6,0,71,13,17,14,12,6.6,43
5658,Guitar Hero: Smash Hits,Misc,PlayStation,PS2,Activision,Vicarious Visions,2009-06-16,T,0.15,0.04,0.0,0.1,0.01,6th Gen,,,,1,5,0,69,6,1,1,0,8.4,2
5659,NCAA Basketball 09,Sports,Xbox,X360,EA Sports,EA Canada,2008-11-17,E,0.22,0.17,0.04,0.0,0.01,7th Gen,2 to 4,2  Online,Online,5,18,0,70,23,2,0,1,5.6,3
5660,NFL Quarterback Club 2002,Sports,PlayStation,PS2,Acclaim Entertainment,Acclaim Entertainment,2001-09-05,E,0.22,0.1,0.1,,0.02,6th Gen,2 to 4,1-4 ,Not Specified,5,7,0,67,12,3,0,1,7.8,4
5661,Danganronpa Another Episode: Ultra Despair Girls,Shooter,PlayStation,VITA,NIS America,Spike Chunsoft,2015-09-01,M,0.22,0.14,0.06,,0.02,8th Gen,Not Specified,No Online Multiplayer,Not Online,18,16,1,72,35,9,1,1,8.3,11
5662,Ben 10 Alien Force: Vilgax Attacks,Action,Xbox,X360,D3 Publisher,Papaya Studio Corporation,2009-10-27,E10,0.22,0.11,0.01,0.0,0.1,7th Gen,Not Specified,No Online Multiplayer,Not Online,1,6,2,61,9,0,0,0,8.2,0
5663,Growlanser: Heritage of War,Role-Playing,PlayStation,PS2,Atlus,Career Soft,2007-09-18,T,0.22,0.2,0.0,0.0,0.02,6th Gen,1,1 Player,Not Online,0,7,0,60,7,3,0,0,8.7,3
5664,Tropico 3,Strategy,Xbox,X360,Kalypso,Haemimont Games,2010-02-16,T,0.22,0.11,0.08,0.0,0.03,7th Gen,1,1 Player,Not Online,21,11,1,75,33,0,3,0,7.2,3
5665,Chroma Squad,Role-Playing,PC,PC,Behold Studios,Behold Studios,2015-04-30,,0.22,0.06,0.01,0.12,0.02,PC,Not Specified,No Online Multiplayer,Not Online,13,7,1,75,21,16,2,2,7.7,20
5666,Rugby 2004,Sports,PlayStation,PS2,EA Sports,HB Studios Multimedia,2003-09-16,E,0.22,0.11,0.09,0.0,0.02,6th Gen,2 to 4,1-4 ,Not Specified,1,11,1,61,13,24,5,17,6.8,46
5667,Hasbro Family Game Night,Misc,Nintendo,DS,Electronic Arts,EA Bright Light,2009-10-26,E,0.22,0.11,0.08,0.0,0.03,7th Gen,,,,0,5,1,57,6,0,0,0,,0
5668,KORG DS-10 Synthesizer,Misc,Nintendo,DS,Xseed Games,AQ Interactive,2008-11-04,E,0.22,0.15,0.02,0.03,0.02,7th Gen,,,,9,2,0,82,11,1,0,0,8.2,1
5669,Betrayer,Action-Adventure,PC,PC,Unknown,Blackpowder Games,2013-08-14,,0.22,,,,,PC,Not Specified,No Online Multiplayer,Not Online,2,30,3,62,35,17,6,0,7.2,23
5670,NBA 06,Sports,PlayStation,PSP,Sony Computer Entertainment,SCE San Diego Studio,2005-10-04,E,0.22,0.11,0.08,0.0,0.03,7th Gen,2 to 4,2  Online,Online,10,9,0,72,19,1,0,1,5.4,2
5671,Warriors Orochi 4,Action,PlayStation,PS4,Koei Tecmo,Omega Force,2018-10-16,T,0.22,0.01,0.19,0.0,0.02,8th Gen,5 to 12,Up to 6 ,Not Specified,11,16,0,72,27,4,2,0,7.2,6
5672,Night in the Woods,Adventure,PC,PC,Unknown,Unknown,2017-02-21,T,0.22,0.2,0.01,0.0,0.02,PC,Not Specified,No Online Multiplayer,Not Online,30,0,0,88,30,29,11,12,7.5,52
5674,Wreckless: ThE YaKuza MisSiOns,Racing,PlayStation,PS2,Activision,Stealth Studios,2002-11-13,T,0.22,0.2,0.0,0.0,0.02,6th Gen,2 to 4,1-2 ,Not Specified,3,10,3,60,16,0,1,0,,1
5675,NFL 2K3,Sports,Nintendo,GC,Sega,Visual Concepts,2002-08-21,E,0.22,0.05,,0.16,0.01,6th Gen,2 to 4,1-4 ,Not Specified,24,0,0,92,24,3,1,0,7.0,4
5676,Screencheat,Shooter,PC,PC,Unknown,Samurai Punk,2014-10-21,,0.22,,,,,PC,,,,2,5,0,71,7,1,1,0,7.3,2
